states,Transaction_Year,Transaction_Count,Transaction_Amount
Rajasthan,2020,4005208,8393453473
Rajasthan,2021,125917532,2.23771E+11
Rajasthan,2021,12041829,23497000298
Rajasthan,2021,11409882,24774598219
Rajasthan,2021,9133910,15546647728
Rajasthan,2021,7672484,16416337442
Rajasthan,2021,7581768,17303999484
Rajasthan,2021,7053995,15317166378
Rajasthan,2021,6826421,10957000442
Rajasthan,2021,4999310,8786072972
Rajasthan,2021,4976059,12761075160
Rajasthan,2021,137247139,2.48391E+11
Rajasthan,2021,14291357,26436939538
Rajasthan,2021,12941666,27913789332
Rajasthan,2021,9960676,18087598514
Rajasthan,2021,8840543,19750164304
Rajasthan,2021,8735150,17984159143
Rajasthan,2021,7863986,16687418391
Rajasthan,2021,6493229,15639817786
Rajasthan,2021,6410357,10828124761
Rajasthan,2021,6280736,10800769538
Rajasthan,2021,193839196,3.13664E+11
Rajasthan,2021,19263957,38514689413
Rajasthan,2021,18956440,31796623473
Rajasthan,2021,13858632,22356848821
Rajasthan,2021,12558408,23899765687
Rajasthan,2021,12157675,24859966681
Rajasthan,2021,12039695,23974005141
Rajasthan,2021,10000681,15950385929
Rajasthan,2021,8542495,19712431243
Rajasthan,2021,8175162,12267753351
Rajasthan,2021,231804892,3.94436E+11
Rajasthan,2021,23671637,49201187505
Rajasthan,2021,23661509,40984441151
Rajasthan,2021,15373212,29555829037
Rajasthan,2021,15049250,31040109508
Rajasthan,2021,14946567,32671486020
Rajasthan,2021,14912645,24168234009
Rajasthan,2021,12082286,19874244609
Rajasthan,2021,10615952,25959911336
Rajasthan,2021,10142219,16190233721
Rajasthan,2022,262950613,4.34508E+11
Rajasthan,2022,27810577,56966935615
Rajasthan,2022,27462202,46051829716
Rajasthan,2022,19207151,30335394639
Rajasthan,2022,18219742,34832214593
Rajasthan,2022,17973292,36567659945
Rajasthan,2022,16975662,35691652892
Rajasthan,2022,13527713,22322610838
Rajasthan,2022,12629151,30251543728
Rajasthan,2022,11656264,23262580003
Rajasthan,2022,314511010,4.97492E+11
Rajasthan,2022,31488094,50746151173
Rajasthan,2022,31463295,61614349060
Rajasthan,2022,22930803,36055197912
Rajasthan,2022,20900496,40715583331
Rajasthan,2022,20131391,38273076738
Rajasthan,2022,19932783,40102076742
Rajasthan,2022,15896129,24912652508
Rajasthan,2022,14631304,33408260595
Rajasthan,2022,13694139,26087476960
Rajasthan,2022,377469909,5.64818E+11
Rajasthan,2022,44177624,78522559027
Rajasthan,2022,35823235,53614596972
Rajasthan,2022,28082495,49547976214
Rajasthan,2022,22439613,32238127933
Rajasthan,2022,22210445,37982785217
Rajasthan,2022,21334188,40269671901
Rajasthan,2022,17437737,26920987877
Rajasthan,2022,17110682,34696357961
Rajasthan,2022,15580963,27371553576
Rajasthan,2022,404922774,6.35459E+11
Rajasthan,2022,65465040,1.16215E+11
Rajasthan,2022,38922404,61077684974
Rajasthan,2022,27720484,47886590519
Rajasthan,2022,27641155,51933913055
Rajasthan,2022,26954261,41938245497
Rajasthan,2022,26571402,37841298987
Rajasthan,2022,23710055,48095846112
Rajasthan,2022,20286836,43215070664
Rajasthan,2022,16072144,30210151812
Sikkim,2018,24432,35907388.05
Sikkim,2018,11355,16098282.75
Sikkim,2018,4845,7468491.334
Sikkim,2018,3446,5176776.803
Sikkim,2018,40432,83823658.19
Sikkim,2018,16740,27651617.53
Sikkim,2018,10671,19368446.48
Sikkim,2018,6735,12849363.32
Sikkim,2018,59571,133322127
Sikkim,2018,24662,40036375.96
Sikkim,2018,14121,33797876.57
Sikkim,2018,10146,27923847.4
Sikkim,2018,84485,216960325.4
Sikkim,2018,34495,60113689.05
Sikkim,2018,19567,51859359.65
Sikkim,2018,15986,54207984.03
Sikkim,2019,155482,291845618
Sikkim,2019,47506,76869333.72
Sikkim,2019,21489,46329216.02
Sikkim,2019,15810,42949466.66
Sikkim,2019,297652,538259507.8
Sikkim,2019,45712,82937894.82
Sikkim,2019,26024,63325567.84
Sikkim,2019,18856,54371272.97
Sikkim,2019,429201,643298304.7
Sikkim,2019,61142,106415589.3
Sikkim,2019,33550,66514136.58
Sikkim,2019,28543,68488417.92
Sikkim,2019,616761,877636921.2
Sikkim,2019,73099,121803196.1
Sikkim,2019,43955,92445262.77
Sikkim,2019,33255,84624221.59
Sikkim,2020,360279,729478141.6
Sikkim,2020,82456,138401236.4
Sikkim,2020,49913,100981561.5
Sikkim,2020,35470,84615332.46
Sikkim,2020,304581,653853477.5
Sikkim,2020,95669,152837659.2
Sikkim,2020,69860,121265798.7
Sikkim,2020,47621,126661852.9
Sikkim,2020,353881,869648385.4
Sikkim,2020,104888,202497013.7
Sikkim,2020,79994,165556236.4
Sikkim,2020,57672,163225093.1
Sikkim,2020,428732,1129627876
Sikkim,2020,130339,292804584.2
Sikkim,2020,95163,245657098.1
Sikkim,2020,80801,251186246.6
Sikkim,2021,516158,1432658383
Sikkim,2021,127233,310128541.2
Sikkim,2021,88532,254432217.5
Sikkim,2021,68266,220448585
Sikkim,2021,635504,1575867391
Sikkim,2021,157530,344012187.2
Sikkim,2021,102322,248942844.2
Sikkim,2021,81358,256077157.4
Sikkim,2021,757493,1937906269
Sikkim,2021,188063,416609481.7
Sikkim,2021,116665,312940476.2
Sikkim,2021,98373,321880637
Sikkim,2021,1071092,2791933180
Sikkim,2021,238464,546711693.5
Sikkim,2021,146397,436365769.1
Sikkim,2021,128392,421772618.6
Sikkim,2022,1173942,2887894589
Sikkim,2022,281076,619438912.4
Sikkim,2022,165446,468296204.3
Sikkim,2022,123838,391801570.5
Sikkim,2022,1540255,3736097006
Sikkim,2022,391808,756330708.2
Sikkim,2022,215921,578171483.9
Sikkim,2022,174097,540506472.7
Sikkim,2022,1604446,3375012613
Sikkim,2022,406488,760409362.3
Sikkim,2022,204845,503543689.9
Sikkim,2022,180979,523914878.6
Sikkim,2022,2227237,4615052808
Sikkim,2022,410951,731151545.3
Sikkim,2022,222875,569473212.2
Sikkim,2022,197276,542707823.8
Tamil Nadu,2018,2656230,4281137763
Tamil Nadu,2018,569483,1030187165
Tamil Nadu,2018,533919,913824434.6
Tamil Nadu,2018,413340,730210413.7
Tamil Nadu,2018,308279,538409899
Tamil Nadu,2018,239740,423271979.7
Tamil Nadu,2018,219916,375963971.7
Tamil Nadu,2018,153618,253907426.2
Tamil Nadu,2018,149186,262528157.2
Tamil Nadu,2018,129858,232151304.3
Tamil Nadu,2018,3719593,7305357441
Tamil Nadu,2018,871802,1722112067
Tamil Nadu,2018,829689,1681243537
Tamil Nadu,2018,615860,1281039199
Tamil Nadu,2018,460276,926687779.5
Tamil Nadu,2018,391330,829169121.1
Tamil Nadu,2018,333175,709542959.2
Tamil Nadu,2018,245903,507249777.4
Tamil Nadu,2018,240421,518922355.2
Tamil Nadu,2018,213788,460415565.2
Tamil Nadu,2018,5887343,10122319547
Tamil Nadu,2018,1469560,2559173878
Tamil Nadu,2018,1337462,2362109206
Tamil Nadu,2018,957503,1926378415
Tamil Nadu,2018,766192,1416878619
Tamil Nadu,2018,583538,1259741718
Tamil Nadu,2018,484460,980781000.4
Tamil Nadu,2018,421247,853575950.9
Tamil Nadu,2018,342744,723073924.7
Tamil Nadu,2018,322515,702347696.9
Tamil Nadu,2018,8007699,14632395111
Tamil Nadu,2018,1974233,3371036661
Tamil Nadu,2018,1902305,3656789906
Tamil Nadu,2018,1578958,2979682371
Tamil Nadu,2018,1161731,2100098548
Tamil Nadu,2018,811860,1780229998
Tamil Nadu,2018,696312,1471377592
Tamil Nadu,2018,593519,1260396240
Tamil Nadu,2018,521026,1117403133
Tamil Nadu,2018,474612,1067216903
Tamil Nadu,2019,11642449,18810971715
Tamil Nadu,2019,3285713,4918695631
Tamil Nadu,2019,2709665,5072064994
Tamil Nadu,2019,2305713,3957616692
Tamil Nadu,2019,1732340,2735468905
Tamil Nadu,2019,1078231,2186722074
Tamil Nadu,2019,949562,1916555035
Tamil Nadu,2019,848874,1549327562
Tamil Nadu,2019,739515,1460934060
Tamil Nadu,2019,662080,1386372055
Tamil Nadu,2019,10577435,20366477248
Tamil Nadu,2019,3719692,5655296089
Tamil Nadu,2019,3191687,7063644440
Tamil Nadu,2019,2486358,4674408138
Tamil Nadu,2019,1656532,2936409444
Tamil Nadu,2019,1179119,2631888253
Tamil Nadu,2019,1018100,2340941776
Tamil Nadu,2019,776306,1748258486
Tamil Nadu,2019,741073,1703311128
Tamil Nadu,2019,663016,1504554590
Tamil Nadu,2019,11333032,23024193806
Tamil Nadu,2019,5765425,7255276541
Tamil Nadu,2019,4303835,9457627886
Tamil Nadu,2019,3497534,5790229761
Tamil Nadu,2019,2374121,3749463856
Tamil Nadu,2019,1583318,3459384834
Tamil Nadu,2019,1348219,3089948772
Tamil Nadu,2019,1028271,2283457399
Tamil Nadu,2019,1004838,2163231650
Tamil Nadu,2019,906439,1897364249
Tamil Nadu,2019,16437269,31810645818
Tamil Nadu,2019,7809082,9083457171
Tamil Nadu,2019,5937176,11949970483
Tamil Nadu,2019,4441180,7308502938
Tamil Nadu,2019,3134851,4643283493
Tamil Nadu,2019,2020118,4339514037
Tamil Nadu,2019,1754893,3897469229
Tamil Nadu,2019,1364259,2850823023
Tamil Nadu,2019,1315576,2775348044
Tamil Nadu,2019,1302647,2599923579
Tamil Nadu,2020,21747309,40923609646
Tamil Nadu,2020,8891884,10378205349
Tamil Nadu,2020,6238270,11125605562
Tamil Nadu,2020,5190597,8255497495
Tamil Nadu,2020,3618880,5144042351
Tamil Nadu,2020,1918620,3829323477
Tamil Nadu,2020,1816883,3938965855
Tamil Nadu,2020,1806032,3381602584
Tamil Nadu,2020,1334450,2667507197
Tamil Nadu,2020,1236004,1793602013
Tamil Nadu,2020,12611208,29147317645
Tamil Nadu,2020,4598586,9331489603
Tamil Nadu,2020,3911793,5672393785
Tamil Nadu,2020,3872452,6511946064
Tamil Nadu,2020,2203060,3393883768
Tamil Nadu,2020,1996687,3860454262
Tamil Nadu,2020,1815882,2926042853
Tamil Nadu,2020,1672101,2911511484
Tamil Nadu,2020,1479517,2674909378
Tamil Nadu,2020,1239752,2259353198
Tamil Nadu,2020,17354210,39868873382
Tamil Nadu,2020,6742559,13861133095
Tamil Nadu,2020,5496010,10295422113
Tamil Nadu,2020,5205491,7909757202
Tamil Nadu,2020,3333347,5572087481
Tamil Nadu,2020,3016579,6990924402
Tamil Nadu,2020,2701216,4989224721
Tamil Nadu,2020,2654998,5542739051
Tamil Nadu,2020,2157858,4867134340
Tamil Nadu,2020,1662818,3580607369
Tamil Nadu,2020,24172148,46230345977
Tamil Nadu,2020,10473572,18723397961
Tamil Nadu,2020,10184454,17303936393
Tamil Nadu,2020,10168033,13669246948
Tamil Nadu,2020,6509711,9795433898
Tamil Nadu,2020,5011992,9044884706
Tamil Nadu,2020,4407759,9865912488
Tamil Nadu,2020,4364806,8662796447
Tamil Nadu,2020,3222620,7010358411
Tamil Nadu,2020,2534766,5126731992
Tamil Nadu,2021,39623781,67401706553
Tamil Nadu,2021,13630124,22657497372
Tamil Nadu,2021,11689531,15537387200
Tamil Nadu,2021,11085004,18895161862
Tamil Nadu,2021,7239244,10815729803
Tamil Nadu,2021,5675889,12397067358
Tamil Nadu,2021,5202492,9440763059
Tamil Nadu,2021,4975985,9855808601
Tamil Nadu,2021,3516926,7776155489
Tamil Nadu,2021,3015359,6105816825
Tamil Nadu,2021,43737916,74499227804
Tamil Nadu,2021,13478464,22760967334
Tamil Nadu,2021,10992425,19318347570
Tamil Nadu,2021,10075805,14457269251
Tamil Nadu,2021,6712965,10372666957
Tamil Nadu,2021,6557056,13210082951
Tamil Nadu,2021,5709389,10202810394
Tamil Nadu,2021,5150795,9379303653
Tamil Nadu,2021,3953976,8300059490
Tamil Nadu,2021,3273510,6223483781
Tamil Nadu,2021,60971210,1.00464E+11
Tamil Nadu,2021,20245762,33773953434
Tamil Nadu,2021,15395149,26049988525
Tamil Nadu,2021,14140388,19685011909
Tamil Nadu,2021,9646258,14550143057
Tamil Nadu,2021,8972048,18517560410
Tamil Nadu,2021,8398025,15282996500
Tamil Nadu,2021,8122339,14578072273
Tamil Nadu,2021,5142737,11208939184
Tamil Nadu,2021,4668549,9015063257
Tamil Nadu,2021,76229690,1.18203E+11
Tamil Nadu,2021,27081380,43635817078
Tamil Nadu,2021,19146359,31072880036
Tamil Nadu,2021,17730987,23840432091
Tamil Nadu,2021,11783515,22754882845
Tamil Nadu,2021,11777894,17286201190
Tamil Nadu,2021,11167439,18701118258
Tamil Nadu,2021,10363352,18220873237
Tamil Nadu,2021,6309318,13464800515
Tamil Nadu,2021,6109637,11279232351
Tamil Nadu,2022,87458453,1.35444E+11
Tamil Nadu,2022,30679187,51963955887
Tamil Nadu,2022,21243322,35412374869
Tamil Nadu,2022,19802491,27209616573
Tamil Nadu,2022,13278693,26325325606
Tamil Nadu,2022,13219354,19642924523
Tamil Nadu,2022,12755181,20994558968
Tamil Nadu,2022,11729353,20650466209
Tamil Nadu,2022,7084562,15309320990
Tamil Nadu,2022,6860000,12788323701
Tamil Nadu,2022,105344784,1.54665E+11
Tamil Nadu,2022,36695888,59260276493
Tamil Nadu,2022,25490825,40588215772
Tamil Nadu,2022,25456618,33118244167
Tamil Nadu,2022,16106627,30338068695
Tamil Nadu,2022,15868496,22731542492
Tamil Nadu,2022,15482000,23838727353
Tamil Nadu,2022,13942838,24721054680
Tamil Nadu,2022,8320838,17264493942
Tamil Nadu,2022,8037374,14313011584
Tamil Nadu,2022,78987490,1.0608E+11
Tamil Nadu,2022,43610373,63815834930
Tamil Nadu,2022,42908667,65344650468
Tamil Nadu,2022,31403065,50435972372
Tamil Nadu,2022,25690184,40124901027
Tamil Nadu,2022,18854500,34963057318
Tamil Nadu,2022,17847117,25599159009
Tamil Nadu,2022,16476680,22598905114
Tamil Nadu,2022,14932340,25680854033
Tamil Nadu,2022,9576460,15897874507
Tamil Nadu,2022,109159290,1.4385E+11
Tamil Nadu,2022,40259816,56926594390
Tamil Nadu,2022,36087169,52708969518
Tamil Nadu,2022,33193962,52189264731
Tamil Nadu,2022,27335584,41018657465
Tamil Nadu,2022,21930141,39075713284
Tamil Nadu,2022,20078625,27993817373
Tamil Nadu,2022,17540782,22979273761
Tamil Nadu,2022,16419186,27528800881
Tamil Nadu,2022,10348183,18674871634
Telangana,2018,2545507,4287223790
Telangana,2018,1459174,2677304926
Telangana,2018,1131530,1912837341
Telangana,2018,349165,421074107
Telangana,2018,291510,399236233.2
Telangana,2018,224324,271526470.1
Telangana,2018,204137,267825160.5
Telangana,2018,183964,245857422.2
Telangana,2018,169274,199610181.2
Telangana,2018,144429,197965018
Telangana,2018,3156805,6628159911
Telangana,2018,1939856,4360690898
Telangana,2018,1459884,3122661501
Telangana,2018,385360,729207663.3
Telangana,2018,370126,717109835.7
Telangana,2018,253264,526580356.2
Telangana,2018,246677,552006649.1
Telangana,2018,239474,532458838.4
Telangana,2018,214900,413454435.3
Telangana,2018,189793,504562629.3
Telangana,2018,5786941,9503554478
Telangana,2018,3664948,6264254849
Telangana,2018,2684484,4630531107
Telangana,2018,952314,1158736730
Telangana,2018,594160,443226269.9
Telangana,2018,567417,773038295.6
Telangana,2018,545979,1010420935
Telangana,2018,336447,645159574.9
Telangana,2018,334825,548785775.8
Telangana,2018,299774,611486713.6
Telangana,2018,9360515,14727846732
Telangana,2018,5803319,9396311751
Telangana,2018,4598129,7288821271
Telangana,2018,917418,1553820916
Telangana,2018,868099,1617023610
Telangana,2018,597642,1058366452
Telangana,2018,520637,1111613193
Telangana,2018,462678,958128373.8
Telangana,2018,414378,824913162.4
Telangana,2018,390467,777939864.6
Telangana,2019,24838664,34892156029
Telangana,2019,12952050,17677048558
Telangana,2019,10127087,13392043971
Telangana,2019,1953906,2836690648
Telangana,2019,1782207,2801488635
Telangana,2019,1088155,1693944274
Telangana,2019,995740,1769178907
Telangana,2019,854495,1481079756
Telangana,2019,841516,1380114924
Telangana,2019,705541,1347187035
Telangana,2019,43511186,73949377453
Telangana,2019,16348519,25359412038
Telangana,2019,11891107,17462610963
Telangana,2019,2185190,3832142348
Telangana,2019,1920044,3684548499
Telangana,2019,1090639,2218679007
Telangana,2019,982589,2323581177
Telangana,2019,926878,2063514016
Telangana,2019,821209,1837834819
Telangana,2019,782289,1812827883
Telangana,2019,55159072,96365182751
Telangana,2019,23655175,33663962263
Telangana,2019,17492750,23256556346
Telangana,2019,3280635,5206094338
Telangana,2019,2699670,4722370405
Telangana,2019,1604219,2911171015
Telangana,2019,1352931,2602393109
Telangana,2019,1306394,2779870436
Telangana,2019,1143733,2214953317
Telangana,2019,1075629,2226176149
Telangana,2019,72987282,1.3023E+11
Telangana,2019,31237803,44757331444
Telangana,2019,22999944,31417907130
Telangana,2019,4698981,7877138784
Telangana,2019,3687957,6643761917
Telangana,2019,2289360,4404111001
Telangana,2019,1934313,4432868129
Telangana,2019,1917973,3902061677
Telangana,2019,1638281,3627249339
Telangana,2019,1508776,3271349293
Telangana,2020,94177232,1.83207E+11
Telangana,2020,31802492,45881228274
Telangana,2020,25458101,37404467181
Telangana,2020,6200767,12008422912
Telangana,2020,4610027,8691296108
Telangana,2020,3037633,6437076499
Telangana,2020,2636023,6345459439
Telangana,2020,2537352,5525879244
Telangana,2020,2202642,4951415940
Telangana,2020,1912271,4387174573
Telangana,2020,56374644,1.3082E+11
Telangana,2020,18068048,31273545586
Telangana,2020,17860704,29732057895
Telangana,2020,6239185,13617334892
Telangana,2020,4807036,8780427656
Telangana,2020,3786127,8540610043
Telangana,2020,3329665,7845967967
Telangana,2020,3030914,6621194088
Telangana,2020,2750473,6638415628
Telangana,2020,2417054,5240899390
Telangana,2020,99285803,2.28449E+11
Telangana,2020,29573243,51787722036
Telangana,2020,28698311,48831695002
Telangana,2020,7847624,17470830635
Telangana,2020,6800085,12980683897
Telangana,2020,5228596,12019426389
Telangana,2020,4612672,10624076063
Telangana,2020,4242409,9665080706
Telangana,2020,3738711,8812060817
Telangana,2020,3196550,7671316620
Telangana,2020,117008707,2.43045E+11
Telangana,2020,53405219,89256130453
Telangana,2020,49900746,81801106073
Telangana,2020,11918795,25712185991
Telangana,2020,11444304,22088541539
Telangana,2020,7966177,19282405660
Telangana,2020,7035947,16464448770
Telangana,2020,6853847,15369367186
Telangana,2020,5857682,15245199023
Telangana,2020,5185352,12782078782
Telangana,2021,169703372,3.16572E+11
Telangana,2021,60675056,98883148961
Telangana,2021,54854446,87516738646
Telangana,2021,13629397,28292658503
Telangana,2021,12350347,23546322115
Telangana,2021,8018559,19628854223
Telangana,2021,7140986,17657527187
Telangana,2021,6934134,15385243677
Telangana,2021,5831809,14665519256
Telangana,2021,5386614,13659056643
Telangana,2021,212326623,4.24873E+11
Telangana,2021,63155281,1.13987E+11
Telangana,2021,58755991,1.02864E+11
Telangana,2021,15534189,35324332007
Telangana,2021,14851128,28799723417
Telangana,2021,10161723,25305904142
Telangana,2021,9096326,23771340185
Telangana,2021,8548354,20534233591
Telangana,2021,7753597,21755545090
Telangana,2021,6854796,16726841231
Telangana,2021,262028284,4.79343E+11
Telangana,2021,87884143,1.47772E+11
Telangana,2021,79514766,1.30838E+11
Telangana,2021,20050897,41422180517
Telangana,2021,18758999,33876669678
Telangana,2021,11844124,26760618928
Telangana,2021,10938504,25395360624
Telangana,2021,10704240,23540118368
Telangana,2021,9331288,22809748582
Telangana,2021,8176066,18135807093
Telangana,2021,325636475,5.82079E+11
Telangana,2021,111354739,1.88839E+11
Telangana,2021,98780634,1.64568E+11
Telangana,2021,24530882,50725020757
Telangana,2021,23598968,43773604056
Telangana,2021,14645444,33883155724
Telangana,2021,13424236,31245204308
Telangana,2021,13040240,29149229156
Telangana,2021,12113902,31740368651
Telangana,2021,10121890,22567782620
Telangana,2022,372711414,6.61513E+11
Telangana,2022,127675017,2.1661E+11
Telangana,2022,110893187,1.85168E+11
Telangana,2022,27504554,56954288260
Telangana,2022,27250369,50754041230
Telangana,2022,17014104,39284842781
Telangana,2022,15266245,35894472742
Telangana,2022,14698433,32332888870
Telangana,2022,13749642,33996713436
Telangana,2022,11464769,25404779557
Telangana,2022,446470234,7.75909E+11
Telangana,2022,161888380,2.67053E+11
Telangana,2022,134114768,2.21257E+11
Telangana,2022,32791256,66551476649
Telangana,2022,32680472,59585382581
Telangana,2022,19977314,44558915743
Telangana,2022,17688119,40474391433
Telangana,2022,17621343,38465054891
Telangana,2022,16389018,40970987322
Telangana,2022,13598517,29087166428
Telangana,2022,1018658174,1.58605E+12
Telangana,2022,169029273,2.72598E+11
Telangana,2022,136384039,2.23442E+11
Telangana,2022,33187414,57832647223
Telangana,2022,27244856,55794322101
Telangana,2022,19442094,40798032881
Telangana,2022,17095584,36478353449
Telangana,2022,17010697,36789751401
Telangana,2022,15374558,35480941123
Telangana,2022,12900290,27570105119
Telangana,2022,1133829812,1.7538E+12
Telangana,2022,191136402,2.95774E+11
Telangana,2022,151514969,2.37727E+11
Telangana,2022,38000808,64649951913
Telangana,2022,29269688,57991182917
Telangana,2022,21928009,45517531285
Telangana,2022,19056918,39357490541
Telangana,2022,18924276,39626352508
Telangana,2022,18308473,42744693428
Telangana,2022,14715170,30384216197
Tripura,2018,70467,68418341.28
Tripura,2018,18338,13785118.33
Tripura,2018,14107,13224752.64
Tripura,2018,12229,11277259.26
Tripura,2018,9915,10869174.63
Tripura,2018,9195,8812172.047
Tripura,2018,8838,7242490.358
Tripura,2018,5068,4349605.994
Tripura,2018,108318,127784098.6
Tripura,2018,22366,18977158.3
Tripura,2018,18815,23613654.49
Tripura,2018,16000,15955619.88
Tripura,2018,14563,15283111.13
Tripura,2018,13859,16015790.91
Tripura,2018,11440,12338889.1
Tripura,2018,9198,6923396.262
Tripura,2018,168029,229530961.8
Tripura,2018,49250,45613113.08
Tripura,2018,34380,36259157.95
Tripura,2018,33646,39779005.12
Tripura,2018,29360,19643274.58
Tripura,2018,25747,30157424.75
Tripura,2018,22350,31331691.37
Tripura,2018,14941,21548759.43
Tripura,2018,192827,305112898.6
Tripura,2018,53688,62851730.05
Tripura,2018,49820,66095950.12
Tripura,2018,38970,48523976.18
Tripura,2018,34385,44032488.78
Tripura,2018,28775,46429185.35
Tripura,2018,26880,33718919.53
Tripura,2018,22714,18120450.88
Tripura,2019,269281,356302222.9
Tripura,2019,65545,79750942.7
Tripura,2019,64445,78239589.1
Tripura,2019,51994,62247963.56
Tripura,2019,36291,41097809.27
Tripura,2019,35513,53359801.42
Tripura,2019,33295,57107027.86
Tripura,2019,24562,28789584.84
Tripura,2019,259708,400168803.6
Tripura,2019,58687,93657802.47
Tripura,2019,51675,91802336.89
Tripura,2019,44671,72233524.18
Tripura,2019,35446,57168085.15
Tripura,2019,34750,57253647.85
Tripura,2019,27357,39594573.11
Tripura,2019,20264,29942709.58
Tripura,2019,370916,501659348.3
Tripura,2019,66682,99290824.56
Tripura,2019,64021,100769508.4
Tripura,2019,60249,87365263.3
Tripura,2019,49503,71077675.09
Tripura,2019,44468,71345910.41
Tripura,2019,31061,48267493.2
Tripura,2019,24817,37601399.54
Tripura,2019,394538,585934433.6
Tripura,2019,76273,115116709.4
Tripura,2019,73165,126608014.7
Tripura,2019,72919,107373443.7
Tripura,2019,61226,90362263.29
Tripura,2019,52188,79988122.43
Tripura,2019,35979,55953879.3
Tripura,2019,35536,54063293.82
Tripura,2020,461888,795860840.7
Tripura,2020,89869,155003031.7
Tripura,2020,82186,153302286.8
Tripura,2020,77355,136218980
Tripura,2020,71460,109976480.5
Tripura,2020,61425,99410788.98
Tripura,2020,43027,73376986.43
Tripura,2020,37292,65629411.25
Tripura,2020,422021,779679850
Tripura,2020,120386,209028177.9
Tripura,2020,113723,189445992.2
Tripura,2020,101129,142793248.5
Tripura,2020,94532,143272330
Tripura,2020,91473,139760407.5
Tripura,2020,57871,87108349.83
Tripura,2020,51385,78087527.62
Tripura,2020,522218,937726111.8
Tripura,2020,151881,270869695.8
Tripura,2020,144693,269350118.6
Tripura,2020,126884,207965073.8
Tripura,2020,121329,214785928.1
Tripura,2020,114616,192403601.4
Tripura,2020,72823,129761070.2
Tripura,2020,63441,118957916.5
Tripura,2020,692509,1319546164
Tripura,2020,182583,347232002.6
Tripura,2020,165182,336834539.2
Tripura,2020,164023,307732518.8
Tripura,2020,149404,291692706.5
Tripura,2020,137188,266253033.1
Tripura,2020,83899,156613600.3
Tripura,2020,77102,156226431.6
Tripura,2021,692376,1402040321
Tripura,2021,150265,357643996.1
Tripura,2021,143060,318074681.8
Tripura,2021,141426,365525453.4
Tripura,2021,127271,295815100
Tripura,2021,116945,274079611.3
Tripura,2021,71155,160906168.9
Tripura,2021,68925,161256237.6
Tripura,2021,772723,1463071251
Tripura,2021,176067,351155989.3
Tripura,2021,171713,365935948
Tripura,2021,166437,361358159
Tripura,2021,148554,309610328.8
Tripura,2021,138998,278586073.4
Tripura,2021,88092,174170768.1
Tripura,2021,81845,164265843
Tripura,2021,960039,1895464983
Tripura,2021,210698,454116633.3
Tripura,2021,195392,447581559.2
Tripura,2021,186827,414556972.5
Tripura,2021,167446,368906160.2
Tripura,2021,166441,372982272.5
Tripura,2021,105296,228625158.4
Tripura,2021,89061,181900029.4
Tripura,2021,1174499,2328859194
Tripura,2021,255959,590088928.3
Tripura,2021,233920,570421104.2
Tripura,2021,219422,560735150.1
Tripura,2021,200196,454492828.8
Tripura,2021,194907,448039146.8
Tripura,2021,130201,289484907.9
Tripura,2021,111589,254808204.6
Tripura,2022,1340631,2620170135
Tripura,2022,310764,699778044.2
Tripura,2022,257586,636388326.3
Tripura,2022,242720,632737978.8
Tripura,2022,230019,517368490.2
Tripura,2022,216216,501758621.2
Tripura,2022,148265,349475550.5
Tripura,2022,124989,289652618.6
Tripura,2022,1654938,2957075285
Tripura,2022,347933,745615506.6
Tripura,2022,301211,703075146.3
Tripura,2022,270412,649809730.9
Tripura,2022,269581,581885804.2
Tripura,2022,258585,545900041.1
Tripura,2022,168534,380245834.4
Tripura,2022,147470,314663693.9
Tripura,2022,2286054,4317123306
Tripura,2022,400198,829909312.3
Tripura,2022,358452,818757043
Tripura,2022,294377,612183432.9
Tripura,2022,287101,618208457.3
Tripura,2022,286379,682522212.6
Tripura,2022,179593,406385690.1
Tripura,2022,164425,363263351.2
Tripura,2022,3006900,5757593407
Tripura,2022,460914,940748505.6
Tripura,2022,352709,784953776.8
Tripura,2022,318517,743429832.5
Tripura,2022,303790,606245959.1
Tripura,2022,292384,653255260.8
Tripura,2022,289984,592125895.9
Tripura,2022,172992,374619180.9
Uttar Pradesh,2018,1387567,2065704007
Uttar Pradesh,2018,949749,1271848634
Uttar Pradesh,2018,751503,1146504201
Uttar Pradesh,2018,628453,652988000.4
Uttar Pradesh,2018,573338,534929627.4
Uttar Pradesh,2018,493390,550298920
Uttar Pradesh,2018,324943,377954039.8
Uttar Pradesh,2018,306561,272420020
Uttar Pradesh,2018,298049,353477588.3
Uttar Pradesh,2018,267015,345744809.6
Uttar Pradesh,2018,1942298,3398984097
Uttar Pradesh,2018,1289613,2162778201
Uttar Pradesh,2018,1034409,1868838027
Uttar Pradesh,2018,836072,956626447.4
Uttar Pradesh,2018,804712,1129002834
Uttar Pradesh,2018,675908,954304697.8
Uttar Pradesh,2018,457691,790320803.9
Uttar Pradesh,2018,401983,637164565.7
Uttar Pradesh,2018,385460,487371978.8
Uttar Pradesh,2018,374625,606678416.6
Uttar Pradesh,2018,3305134,2367346800
Uttar Pradesh,2018,3256802,4828673888
Uttar Pradesh,2018,1745149,3120535504
Uttar Pradesh,2018,1537030,2613540895
Uttar Pradesh,2018,1244942,657116597.6
Uttar Pradesh,2018,1091032,1590288137
Uttar Pradesh,2018,884952,1382466122
Uttar Pradesh,2018,589891,1060239356
